Organisation,CountryName,CityName,C40,ReportingYear,Sector,TargetBoundary,BaselineYear,BaselineEmissions,PercentageReductionTarget,TargetDate,Comment,CityLocation,Country,CityName.1,MeasurementYear,Boundary,PrimaryMethodology,MethodologyDetails,GasesIncluded,TotalCityWideEmissions,IncreaseDecreaseLastYear,ReasonForIncreaseDecrease,PopulationYear,CurrentPopulation,CityGPP,GDPCurrency,GDPYear,GDPSource,AverageAnnualTemperature,​LandArea,AverageAltitude,Organization,Region,Population,CityGDP,​AverageAltitude,Access,TypeOfTarget,Target date,EstimatedBAUAbsoluteEmissions,​IntensityUnit,Questionnaire,AssessmentAttachmentOrDirectLink,BoundaryAssessment,YearOfPublicationOrApproval,FactorsConsidered,PrimaryAuthors,AdaptionGoalOrPlan,LastUpdate
,,Shoreline,False,,,,,,,,,,United States of America,,,,,,,,,,2020.0,58608.0,,,,,,,,"City of Shoreline, WA",United States of America,,,,,,,,,Cities 2023,https://www.shorelinewa.gov/home/showpublisheddocument/48830/637317168750170000,Same - covers entire jurisdiction and nothing else,2020.0,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Other, please specify: Assessment considers impacts to the city stormwater infrastructure, parks and open spaces, buildings and development, transportation, emergency services, and human health.",Question not applicable,Adaptation goal(s) and adaptation plan,02/07/2024 04:14:16 AM
,,Jakarta,True,,,,,,,,,POINT (106.865 -6.1751),Indonesia,,,,,,,,,,2021.0,10609700.0,,,,,,,,Jakarta City Government,Southeast Asia,,,,,,,,,Cities 2023,https://ppid.dephub.go.id/fileupload/informasi-berkala/laporan_RITJ.pdf,"Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Penyusunan Rencana Induk Jabodetabek (Jakarta- Bogor - Depok - Tanggerang - Bekasi)",2015.0,"A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",Community group; Consultant; Dedicated team within jurisdiction; International organization; National/ central government; Regional/ state/ provincial government; Relevant department within jurisdiction,Adaptation goal(s) and adaptation plan,02/07/2024 04:14:16 AM
,,,False,,,,,,,,,,United Kingdom of Great Britain and Northern Ireland,,,,,,,,,,2021.0,321600.0,,,,,,,,Northumberland County Council,Europe,,,,,,,,,Cities 2023,Northumbria_Community-Risk-Register-2021-2022.pdf,"Larger - covers the whole jurisdiction and adjoining areas, please explain additions: North East - Northumberland, North Tyneside, Gateshead, Newcastle, South Tyneside, Sunderland",2021.0,"Assessment considers nature; Assessment considers vulnerable populations; Assessment includes a high-emissions scenario (i.e., RCP 8.5)",Regional/ state/ provincial government,Adaptation goal(s),02/07/2024 04:14:16 AM
,,,False,,,,,,,,,,United States of America,,,,,,,,,,2022.0,8227.0,,,,,,,,"City of Oberlin, OH",United States of America,,,,,,,,,Cities 2023,vulnerabillity-assessment.pdf,"Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Because Oberlin does not have agricultural areas within its boundaries but we rely on farms within the region for our local produce we considered the impacts of climate on local farmers within a 100 mile radius",2021.0,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework","Community group; International organization; Other, please specify: We worked with an Environmental Studies course at Oberlin College who supported the vulnerability assessment; Relevant department within jurisdiction",Adaptation goal(s) and adaptation plan,02/07/2024 04:14:16 AM
,,,False,,,,,,,,,,Ecuador,,,,,,,,,,2023.0,201542.0,,,,,,,,Municipio de Santa Elena,Latin America,,,,,,,,,Cities 2023,Análisis de vulnerabilidad del cantón Santa Elena LEXTN-PNUD-145942-PUBCOM.pdf,Same - covers entire jurisdiction and nothing else,2013.0,Assessment considers transition risks; Assessment considers vulnerable populations,Question not applicable,Adaptation goal(s) and adaptation plan,02/07/2024 04:14:16 AM
,,,False,,,,,,,,,,United States of America,,,,,,,,,,2022.0,57703.0,,,,,,,,"City of Hoboken, NJ",United States of America,,,,,,,,,Cities 2023,https://www.nj.gov/dep/floodresilience/rbd-hudsonriver-fs.htm,"Larger - covers the whole jurisdiction and adjoining areas, please explain additions: City of Hoboken and the southern portion of Weehawken (Lincoln Harbor area) and the northern portion of Jersey City immediately adjacent to New Jersey Transit Hoboken Terminal, is vulnerable to two interconnected types of flooding.",2017.0,Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,Community group; Consultant; Dedicated team within jurisdiction; Regional/ state/ provincial government; Relevant department within jurisdiction,Adaptation goal(s) and adaptation plan,02/07/2024 04:14:16 AM
,,,False,,,,,,,,,,Costa Rica,,,,,,,,,,2011.0,26861.0,,,,,,,,Municipalidad de Quepos,Latin America,,,,,,,,,Cities 2023,Informe_Plan de adaptación_Quepos 2023.pdf,Same - covers entire jurisdiction and nothing else,2020.0,Assessment considers vulnerable populations,Consultant; Dedicated team within jurisdiction,Adaptation goal(s) and adaptation plan,02/07/2024 04:14:16 AM
,,Jakarta,True,,,,,,,,,POINT (106.865 -6.1751),Indonesia,,,,,,,,,,2021.0,10609700.0,,,,,,,,Jakarta City Government,Southeast Asia,,,,,,,,,Cities 2023,rpjmd-dki-jakarta-2017-2022.pdf,Same - covers entire jurisdiction and nothing else,2018.0,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",Community group; Consultant; Dedicated team within jurisdiction; International organization; National/ central government; Regional/ state/ provincial government; Relevant department within jurisdiction,Adaptation goal(s) and adaptation plan,02/07/2024 04:14:16 AM
,,Copenhagen,True,,,,,,,,,POINT (12.5683 55.6761),Denmark,,,,,,,,,,2022.0,644425.0,,,,,,,,Copenhagen Municipality,Europe,,,,,,,,,Cities 2023,https://www.kk.dk/sites/default/files/agenda/1e989a09-2799-4d24-9a78-01681700ac3a/cb79c6ba-c807-4a44-b95a-6efcad9200ca-bilag-1_0.pdf,Same - covers entire jurisdiction and nothing else,2021.0,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",Dedicated team within jurisdiction; Relevant department within jurisdiction,Adaptation goal(s) and adaptation plan,02/07/2024 04:14:16 AM
,,,False,,,,,,,,,,Mexico,,,,,,,,,,2020.0,141814.0,,,,,,,,Junta Municipal de Medio Ambiente Lagunas (JIMAL),Latin America,,,,,,,,,Cities 2023,Diagnóstico de vulnerabilidad y adaptación región Lagunas.docx,Same - covers entire jurisdiction and nothing else,2022.0,Assessment considers nature,Question not applicable,Incomplete report,02/07/2024 04:14:16 AM
,,Nashville,False,,,,,,,,,POINT (-86.7816 36.1627),United States of America,,,,,,,,,,2020.0,715884.0,,,,,,,,"Metropolitan Government of Nashville and Davidson County, TN",United States of America,,,,,,,,,Cities 2023,https://filetransfer.nashville.gov/portals/0/sitecontent/OEM/docs/MultiHazardMitigation/FINAL%20Nashville-Davidson%20Multi%20Hazard%20Mitigation%20Plan%202020.pdf,Same - covers entire jurisdiction and nothing else,2020.0,Assessment considers nature; Identified hazards have been incorporated into the jurisdictions overall risk management framework,Relevant department within jurisdiction,Adaptation goal(s) and adaptation plan,02/07/2024 04:14:16 AM
,,,False,,,,,,,,,,Argentina,,,,,,,,,,2018.0,88965.0,,,,,,,,Gualeguaychú,Latin America,,,,,,,,,Cities 2023,PLAC - GUALEGUAYCHÚ_2021.pdf,Same - covers entire jurisdiction and nothing else,2021.0,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment includes a high-emissions scenario (i.e., RCP 8.5)",Dedicated team within jurisdiction,Adaptation goal(s) and adaptation plan,02/07/2024 04:14:16 AM
,,Saanich,False,,,,,,,,,POINT (123.378 48.4594),Canada,,,,,,,,,,2021.0,117735.0,,,,,,,,"District of Saanich, BC",Canada,,,,,,,,,Cities 2023,https://www.saanich.ca/assets/Community/Documents/Planning/sustainability/ResilientSaanich_RiskAssessmentReport.pdf,"Larger - covers the whole jurisdiction and adjoining areas, please explain additions: 1) Drinking water is provided to our municipality from outside our border but is included in our risk assessment.  2) Wildfire smoke from outside our jurisdiction is included in our risk assessment.",2018.0,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework; Other, please specify: We have a commitment to further identify vulnerable groups and have made progress in specific hazards as outlined below.","Community group; Consultant; Other, please specify: Relevant department within jurisdiction in collaboration with public and stakeholders, and as part of a larger ICLEI BARC process.; Regional/ state/ provincial government; Relevant department within jurisdiction",Adaptation goal(s) and adaptation plan,02/07/2024 04:14:16 AM
,,Quebec,False,,,,,,,,,,Canada,,,,,,,,,,2022.0,555671.0,,,,,,,,"Ville de Quebec, QC",Canada,,,,,,,,,Cities 2023,https://atlas-vulnerabilite.ulaval.ca,"Larger - covers the whole jurisdiction and adjoining areas, please explain additions: L'Atlas de vulnérabilité a été réalisée pour l'ensemble du Québec, dont l'agglomération de Québec. Nous sommes actuellement en train de réaliser plusieurs évaluations additionnelles sur divers aléas climatiques à l'échelle l'agglomération de Québec.",2018.0,Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,Consultant,Adaptation goal(s) and adaptation plan,02/07/2024 04:14:16 AM
,,,False,,,,,,,,,,State of Palestine,,,,,,,,,,2023.0,75000.0,,,,,,,,Ramallah,Middle East,,,,,,,,,Cities 2023,Ramallah SEACAP-final.pdf,Same - covers entire jurisdiction and nothing else,2023.0,Assessment considers nature; Assessment considers water security; Assessment includes sectors and/or urban systems,Question not applicable,Adaptation goal(s),02/07/2024 04:14:16 AM
,,San Francisco,True,,,,,,,,,POINT (-122.419 37.7749),United States of America,,,,,,,,,,2022.0,808437.0,,,,,,,,"City of San Francisco, CA",United States of America,,,,,,,,,Cities 2023,https://sfplanning.s3.amazonaws.com/default/files/plans-and-programs/planning-for-the-city/sea-level-rise/SLRVCA_Report_Full_Report.pdf,Same - covers entire jurisdiction and nothing else,2020.0,"Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",Consultant; Dedicated team within jurisdiction; Relevant department within jurisdiction,Adaptation goal(s) and adaptation plan,02/07/2024 04:14:16 AM
,,Abidjan,False,,,,,,,,,POINT (-4.00331 5.33369),Côte d'Ivoire,,,,,,,,,,2021.0,692583.0,,,,,,,,Commune de Cocody,Africa,,,,,,,,,Cities 2023,Evaluation Risques et Vulnerabilité Cocody.pdf,"Larger - covers the whole jurisdiction and adjoining areas, please explain additions: La Municipalité de Cocody se trouve dans le District Autonome d'Abidjan qui comprend douze (12) autres municipalités d'où une couverture plus grande.",2017.0,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",Dedicated team within jurisdiction,Adaptation goal(s) and adaptation plan,02/07/2024 04:14:16 AM
,,Ulsan-si,False,,,,,,,,,,Republic of Korea,,,,,,,,,,2022.0,1110663.0,,,,,,,,Ulsan Metropolitan City,East Asia,,,,,,,,,Cities 2023,제3차 울산광역시 기후변화 적응대책 세부시행계획(2022~2026),Same - covers entire jurisdiction and nothing else,2022.0,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",Relevant department within jurisdiction,Adaptation goal(s) and adaptation plan,02/07/2024 04:14:16 AM
,,,False,,,,,,,,,,Costa Rica,,,,,,,,,,2023.0,41132.0,,,,,,,,Montes de Oca,Latin America,,,,,,,,,Cities 2023,Estudio hidrogeológico del distrito de San Rafael.pdf,"Smaller - covers only part of the jurisdiction, please explain exclusions: Se realiza en el distritro de San Rafael debido a que en este se encuentran la mayor cantidad de cuerpos de agua y formaciones de cañon producto de los rios y quebradas que se encuentran en la zona.",2015.0,Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security,Consultant,Adaptation goal(s) and adaptation plan,02/07/2024 04:14:16 AM
